i value
0.000 0.900
0.433 0.900
0.850 0.900
1.267 0.900
1.700 0.900
2.133 0.900
2.550 0.900
4.050 0.900
4.567 0.900
5.000 0.900
7.050 0.900
7.467 0.900
7.783 0.900
8.200 0.900
8.617 0.900
9.050 0.900
9.483 0.900
9.917 0.900
10.333 0.900
10.800 0.900
11.283 0.900
11.733 0.900
12.317 0.900
12.783 0.900
13.233 0.900
13.700 0.900
14.167 0.900
14.633 0.900
