i value
0.000 110.340
0.400 84.134
0.767 31.347
1.150 39.489
1.533 18.806
1.900 10.287
2.267 10.501
2.650 26.455
3.017 12.304
3.400 7.143
3.767 10.910
4.867 45.179
5.300 300.000
5.667 300.000
6.033 300.016
8.783 58.544
9.183 15.390
9.633 31.418
10.433 37.041
13.317 130.794
13.717 9.249
14.117 19.116
