i value
0.000 70.000
0.400 70.000
0.783 70.000
1.183 70.000
1.567 70.000
1.950 70.000
2.333 70.000
2.700 70.000
3.100 70.000
5.167 70.000
5.533 70.000
5.817 70.000
6.183 70.000
6.567 70.000
6.933 70.000
7.250 70.000
8.350 70.000
8.767 70.000
9.133 70.000
9.433 70.000
9.817 70.000
10.200 70.000
10.617 70.000
11.000 70.000
11.383 70.000
11.833 70.000
12.250 70.000
12.650 70.000
13.117 70.000
13.600 70.000
14.033 70.000
