i value
0.000 0.950
0.400 0.950
0.783 0.950
1.183 0.950
1.567 0.950
1.950 0.950
2.333 0.950
2.700 0.950
3.100 0.950
5.167 0.950
5.533 0.950
5.817 0.950
6.183 0.950
6.567 0.950
6.933 0.950
7.250 0.950
8.350 0.950
8.767 0.950
9.133 0.950
9.433 0.950
9.817 0.950
10.200 0.950
10.617 0.950
11.000 0.950
11.383 0.950
11.833 0.950
12.250 0.950
12.650 0.950
13.117 0.950
13.600 0.950
14.033 0.950
15.000 0.950
