i value
0.000 1.000
0.400 1.000
0.783 1.000
1.183 1.000
1.567 1.000
1.950 1.000
2.333 1.000
2.700 1.000
3.100 1.000
5.167 1.000
5.533 1.000
5.817 1.000
6.183 1.000
6.567 1.000
6.933 1.000
7.250 1.000
8.350 1.000
8.767 1.000
9.133 1.000
9.433 1.000
9.817 1.000
10.200 1.000
10.617 1.000
11.000 1.000
11.383 1.000
11.833 1.000
12.250 1.000
12.650 1.000
13.117 1.000
13.600 1.000
14.033 1.000
15.000 1.000
