i value
0.000 1.000
0.433 1.000
0.733 1.000
1.167 1.000
1.583 1.000
1.900 1.000
2.333 1.000
2.833 1.000
3.367 1.000
3.783 1.000
4.183 1.000
4.617 1.000
5.033 1.000
5.467 0.923
5.900 0.000
6.333 0.000
6.783 0.000
7.233 1.000
7.667 1.000
8.117 1.000
8.550 1.000
9.017 1.000
9.467 1.000
9.917 1.000
10.367 1.000
10.817 1.000
11.283 1.000
11.750 1.000
12.233 1.000
12.700 1.000
13.167 1.000
13.633 1.000
14.133 1.000
