i value
0.000 364.663
0.433 355.183
0.733 344.772
1.167 372.040
1.583 362.512
1.900 332.102
2.333 404.348
2.833 846.801
3.367 824.791
3.783 641.821
4.183 361.341
4.617 368.109
5.033 347.014
5.467 337.935
5.900 411.244
6.333 365.129
6.783 365.886
7.233 449.012
7.667 435.852
8.117 424.585
8.550 446.927
9.017 475.819
9.467 461.748
9.917 422.391
10.367 420.707
10.817 411.429
11.283 438.421
11.750 425.983
12.233 408.991
12.700 405.639
13.167 448.713
13.633 426.674
14.133 432.989
