i value
0.000 950.000
0.433 950.000
0.733 950.000
1.167 950.000
1.583 950.000
1.900 950.000
2.333 950.000
2.833 950.000
3.367 950.000
3.783 950.000
4.183 950.000
4.617 950.000
5.033 950.000
5.467 950.000
5.900 950.000
6.333 950.000
6.783 950.000
7.233 950.000
7.667 950.000
8.117 950.000
8.550 950.000
9.017 950.000
9.467 950.000
9.917 950.000
10.367 950.000
10.817 950.000
11.283 950.000
11.750 950.000
12.233 950.000
12.700 950.000
13.167 950.000
13.633 950.000
14.133 950.000
