i value
0.000 0.900
0.433 0.900
0.733 0.900
1.167 0.900
1.583 0.900
1.900 0.900
2.333 0.900
2.833 0.900
3.367 0.900
3.783 0.900
4.183 0.900
4.617 0.900
5.033 0.900
5.467 0.900
5.900 0.900
6.333 0.900
6.783 0.900
7.233 0.900
7.667 0.900
8.117 0.900
8.550 0.900
9.017 0.900
9.467 0.900
9.917 0.900
10.367 0.900
10.817 0.900
11.283 0.900
11.750 0.900
12.233 0.900
12.700 0.900
13.167 0.900
13.633 0.900
14.133 0.900
