i value
1.667 1606.433
2.067 338.063
2.450 161.850
2.833 113.241
3.217 96.309
3.600 84.942
4.067 88.447
4.617 107.596
5.000 116.186
5.383 117.261
5.750 121.505
6.117 110.764
6.483 87.355
6.867 77.080
7.250 71.304
7.650 65.523
8.017 66.404
8.650 87.830
9.050 120.262
9.450 133.019
9.833 134.777
10.217 136.997
10.600 122.444
11.017 102.163
11.400 97.472
11.783 99.718
12.250 132.156
12.667 132.963
13.050 128.605
13.517 134.009
14.000 147.828
14.433 122.528
