i value
0.000 1.000
0.500 1.000
0.900 1.000
1.283 1.000
1.667 1.000
2.067 1.000
2.450 1.000
2.833 1.000
3.217 1.000
3.600 1.000
4.067 0.915
4.617 1.000
5.000 1.000
5.383 1.000
5.750 1.000
6.117 1.000
6.483 1.000
6.867 1.000
7.250 1.000
7.650 1.000
8.017 0.956
8.650 0.750
9.050 1.000
9.450 1.000
9.833 1.000
10.217 1.000
10.600 1.000
11.017 1.000
11.400 1.000
11.783 1.000
12.250 1.000
12.667 1.000
13.050 1.000
13.517 1.000
14.000 1.000
14.433 1.000
15.000 1.000
