i value
0.000 0.950
0.267 0.950
0.533 0.950
0.950 0.950
1.333 0.950
1.717 0.950
2.083 0.950
2.467 0.950
2.833 0.950
3.217 0.950
3.600 0.950
3.967 0.950
4.333 0.950
4.717 0.950
5.750 0.950
6.233 0.950
6.617 0.950
6.983 0.950
7.967 0.950
8.650 0.950
9.033 0.950
9.400 0.950
9.817 0.950
10.217 0.950
10.667 0.950
11.450 0.950
12.133 0.950
12.633 0.950
12.983 0.950
13.350 0.950
13.700 0.950
14.133 0.950
14.567 0.950
14.950 0.950
15.350 0.950
15.700 0.950
16.067 0.950
