i value
0.000 0.044
0.267 0.048
0.533 0.048
0.950 0.033
1.333 0.116
1.717 0.034
2.083 0.011
2.467 0.022
2.833 0.207
3.217 0.023
3.600 0.077
3.967 0.047
4.333 0.035
4.717 0.058
5.750 0.045
6.233 0.026
6.617 0.529
6.983 0.082
7.967 0.040
8.650 0.076
9.033 0.065
9.400 0.081
9.817 0.092
10.217 0.118
10.667 0.250
11.450 0.096
12.133 0.073
12.633 0.060
12.983 0.100
13.350 0.179
13.700 0.000
14.133 0.028
14.567 0.111
14.950 0.077
15.350 0.180
15.700 0.025
16.067 0.048
