i value
0.000 0.700
0.433 0.700
0.850 0.700
1.267 0.700
1.683 0.700
2.117 0.700
2.567 0.700
3.083 0.700
3.567 0.700
3.983 0.700
4.400 0.700
4.817 0.700
5.250 0.700
5.683 0.700
6.117 0.700
6.550 0.700
7.000 0.700
7.450 0.700
7.900 0.700
8.350 0.700
8.800 0.700
9.267 0.700
9.683 0.700
10.150 0.700
10.583 0.700
11.067 0.700
11.533 0.700
12.000 0.700
12.467 0.700
12.950 0.700
13.417 0.700
13.883 0.700
