i value
0.000 4.487
0.433 3.575
0.850 4.420
1.267 4.167
1.683 5.133
2.117 4.675
2.567 198.706
3.083 483.380
3.567 481.422
3.983 3.560
4.400 3.879
4.817 5.603
5.250 4.437
5.683 6.263
6.117 6.242
6.550 5.568
7.000 9.120
7.450 10.217
7.900 9.720
8.350 11.793
8.800 11.465
9.267 21.800
9.683 9.204
10.150 10.848
10.583 17.367
11.067 15.920
11.533 13.905
12.000 12.892
12.467 25.417
12.950 19.782
13.417 13.642
13.883 31.772
