i value
1.683 1.000
2.117 1.000
2.567 1.000
3.083 1.000
3.567 1.000
3.983 1.000
4.400 1.000
4.817 1.000
5.250 1.000
5.683 1.000
6.117 1.000
6.550 1.000
7.000 1.000
7.450 1.000
7.900 1.000
8.350 1.000
8.800 1.000
9.267 1.000
9.683 1.000
10.150 1.000
10.583 1.000
11.067 1.000
11.533 1.000
12.000 1.000
12.467 1.000
12.950 1.000
13.417 1.000
13.883 1.000
