i value
0.000 0.950
0.583 0.950
0.983 0.950
1.367 0.950
1.750 0.950
2.150 0.950
2.533 0.950
2.917 0.950
3.300 0.950
3.683 0.950
4.150 0.950
4.700 0.950
5.083 0.950
5.467 0.950
5.833 0.950
6.200 0.950
6.583 0.950
6.950 0.950
7.333 0.950
7.733 0.950
8.333 0.950
8.950 0.950
9.350 0.950
9.717 0.950
10.100 0.950
10.500 0.950
10.883 0.950
11.300 0.950
11.683 0.950
12.117 0.950
12.550 0.950
12.933 0.950
13.400 0.950
13.833 0.950
14.367 0.950
