i value
1.750 247.358
2.150 247.520
2.533 245.161
2.917 244.391
3.300 243.751
3.683 244.117
4.150 243.195
4.700 244.375
5.083 245.626
5.467 245.677
5.833 245.136
6.200 246.320
6.583 246.264
6.950 246.214
7.333 246.607
7.733 246.429
8.333 236.249
8.950 232.159
9.350 231.175
9.717 231.665
10.100 231.924
10.500 242.027
10.883 245.935
11.300 244.683
11.683 244.868
12.117 244.988
12.550 245.536
12.933 245.896
13.400 248.205
13.833 246.762
14.367 246.971
