i value
1.750 1.000
2.150 1.000
2.533 1.000
2.917 1.000
3.300 1.000
3.683 1.000
4.150 1.000
4.700 1.000
5.083 1.000
5.467 1.000
5.833 1.000
6.200 1.000
6.583 1.000
6.950 1.000
7.333 1.000
7.733 1.000
8.333 1.000
8.950 1.000
9.350 1.000
9.717 1.000
10.100 1.000
10.500 1.000
10.883 1.000
11.300 1.000
11.683 1.000
12.117 1.000
12.550 1.000
12.933 1.000
13.400 1.000
13.833 1.000
14.367 1.000
