i value
0.000 0.950
0.400 0.950
0.783 0.950
1.167 0.950
1.567 0.950
1.950 0.950
2.333 0.950
2.700 0.950
3.100 0.950
3.567 0.950
4.117 0.950
4.500 0.950
4.883 0.950
5.250 0.950
5.533 0.950
5.900 0.950
6.283 0.950
6.650 0.950
7.033 0.950
7.433 0.950
8.050 0.950
8.450 0.950
8.850 0.950
9.133 0.950
9.517 0.950
9.917 0.950
10.300 0.950
10.700 0.950
11.100 0.950
11.517 0.950
11.967 0.950
12.350 0.950
12.817 0.950
13.250 0.950
13.767 0.950
