i value
0.000 61.434
0.400 74.503
0.783 66.781
1.167 19.953
1.567 48.309
1.950 15.398
2.333 25.644
2.700 24.765
3.100 18.422
3.567 40.225
4.117 26.718
4.500 7.629
4.883 18.383
5.250 11.404
5.533 23.480
5.900 5.781
6.283 12.274
6.650 9.631
7.033 8.356
7.433 11.706
8.050 70.332
8.450 325.275
8.850 57.715
9.133 14.608
9.517 13.566
9.917 35.120
10.300 12.071
10.700 17.466
11.100 17.111
11.517 19.285
11.967 24.736
12.350 22.832
12.817 9.437
13.250 16.374
13.767 18.824
