i value
1.567 1.000
1.950 1.000
2.333 1.000
2.700 1.000
3.100 1.000
3.567 1.000
4.117 1.000
4.500 1.000
4.883 1.000
5.250 1.000
5.533 1.000
5.900 1.000
6.283 1.000
6.650 1.000
7.033 1.000
7.433 1.000
8.050 1.000
8.450 1.000
8.850 1.000
9.133 1.000
9.517 1.000
9.917 1.000
10.300 1.000
10.700 1.000
11.100 1.000
11.517 1.000
11.967 1.000
12.350 1.000
12.817 1.000
13.250 1.000
13.767 1.000
