i value
1.450 784.356
1.833 314.593
2.217 145.187
2.583 102.075
2.967 82.535
3.333 72.640
3.617 68.768
3.983 65.892
5.117 88.653
5.600 119.092
5.983 161.508
6.350 236.024
7.333 378.549
8.017 409.479
8.400 395.335
8.767 361.756
9.183 301.034
9.583 164.450
10.033 119.192
10.850 114.443
13.733 114.443
14.117 114.443
14.517 114.443
