i value
0.000 4000.000
0.400 4000.000
0.800 4000.000
1.083 4000.000
1.450 4000.000
1.833 4000.000
2.217 4000.000
2.583 4000.000
2.967 4000.000
3.333 4000.000
3.617 4000.000
3.983 4000.000
5.117 4000.000
5.600 4000.000
5.983 4000.000
6.350 4000.000
7.333 4000.000
8.017 4000.000
8.400 4000.000
8.767 4000.000
9.183 4000.000
9.583 4000.000
10.033 4000.000
10.850 4000.000
13.733 4000.000
14.117 4000.000
14.517 4000.000
