i value
0.000 1.000
0.400 1.000
0.800 1.000
1.083 1.000
1.450 1.000
1.833 1.000
2.217 1.000
2.583 1.000
2.967 1.000
3.333 1.000
3.617 1.000
3.983 1.000
5.117 0.911
5.600 1.000
5.983 1.000
6.350 1.000
7.333 0.058
8.017 0.131
8.400 1.000
8.767 1.000
9.183 1.000
9.583 1.000
10.033 1.000
10.850 1.000
13.733 1.000
14.117 1.000
14.517 1.000
