i value
0.000 6.202
0.433 4.695
0.850 5.989
1.267 3.933
1.700 3.849
2.133 3.805
2.550 4.809
4.467 3.710
4.917 3.788
5.267 5.308
7.050 3.545
7.467 3.239
7.883 3.256
8.300 4.157
8.733 4.625
9.150 5.464
9.583 6.106
10.017 7.101
10.450 7.482
10.917 6.821
11.383 9.303
11.850 11.475
12.317 12.107
12.783 10.348
13.233 8.198
13.683 9.798
14.167 8.609
14.633 7.212
15.067 10.667
15.517 12.000
