i value
1.700 4.934
2.133 4.454
2.550 4.477
4.467 4.477
4.917 4.477
5.267 4.477
7.050 4.477
7.467 4.477
7.883 4.477
8.300 4.477
8.733 3.764
9.150 4.148
9.583 4.722
10.017 5.491
10.450 6.156
10.917 6.595
11.383 7.363
11.850 8.436
12.317 9.437
12.783 10.011
13.233 10.286
13.683 10.385
14.167 10.812
14.633 11.033
15.067 9.497
