i value
0.000 0.700
0.433 0.700
0.850 0.700
1.267 0.700
1.700 0.700
2.133 0.700
2.550 0.700
4.467 0.700
4.917 0.700
5.267 0.700
7.050 0.700
7.467 0.700
7.883 0.700
8.300 0.700
8.733 0.700
9.150 0.700
9.583 0.700
10.017 0.700
10.450 0.700
10.917 0.700
11.383 0.700
11.850 0.700
12.317 0.700
12.783 0.700
13.233 0.700
13.683 0.700
14.167 0.700
14.633 0.700
15.067 0.700
15.517 0.700
