i value
0.000 1.000
0.433 1.000
0.850 1.000
1.267 1.000
1.700 1.000
2.133 1.000
2.550 1.000
4.467 1.000
4.917 1.000
5.267 1.000
7.050 1.000
7.467 1.000
7.883 1.000
8.300 1.000
8.733 1.000
9.150 1.000
9.583 1.000
10.017 1.000
10.450 1.000
10.917 1.000
11.383 1.000
11.850 1.000
12.317 1.000
12.783 1.000
13.233 1.000
13.683 1.000
14.167 1.000
14.633 1.000
15.067 1.000
15.517 1.000
