i value
0.000 1.000
0.400 1.000
0.783 1.000
1.067 1.000
1.467 1.000
1.850 1.000
2.233 1.000
2.617 1.000
3.000 1.000
3.367 1.000
3.933 1.000
4.300 1.000
4.700 1.000
5.067 1.000
5.450 1.000
5.817 1.000
6.183 1.000
6.567 1.000
6.933 1.000
7.250 1.000
9.717 1.000
10.100 1.000
10.500 1.000
10.900 1.000
11.283 1.000
11.733 1.000
12.150 1.000
12.550 1.000
13.017 1.000
13.467 1.000
13.933 1.000
