i value
0.000 0.950
0.400 0.950
0.783 0.950
1.067 0.950
1.467 0.950
1.850 0.950
2.233 0.950
2.617 0.950
3.000 0.950
3.367 0.950
3.933 0.950
4.300 0.950
4.700 0.950
5.067 0.950
5.450 0.950
5.817 0.950
6.183 0.950
6.567 0.950
6.933 0.950
7.250 0.950
9.717 0.950
10.100 0.950
10.500 0.950
10.900 0.950
11.283 0.950
11.733 0.950
12.150 0.950
12.550 0.950
13.017 0.950
13.467 0.950
13.933 0.950
