i value
1.467 54.448
1.850 9.334
2.233 6.964
2.617 6.356
3.000 5.766
3.367 2.734
3.933 2.709
4.300 2.426
4.700 2.005
5.067 1.885
5.450 1.781
5.817 1.586
6.183 1.544
6.567 1.519
6.933 1.507
7.250 1.383
9.717 1.383
10.100 1.383
10.500 1.383
10.900 1.383
11.283 4.931
11.733 4.677
12.150 4.939
12.550 3.484
13.017 3.541
13.467 3.598
13.933 4.197
