i value
0.000 70.000
0.400 70.000
0.783 70.000
1.067 70.000
1.467 70.000
1.850 70.000
2.233 70.000
2.617 70.000
3.000 70.000
3.367 70.000
3.933 70.000
4.300 70.000
4.700 70.000
5.067 70.000
5.450 70.000
5.817 70.000
6.183 70.000
6.567 70.000
6.933 70.000
7.250 70.000
9.717 70.000
10.100 70.000
10.500 70.000
10.900 70.000
11.283 70.000
11.733 70.000
12.150 70.000
12.550 70.000
13.017 70.000
13.467 70.000
13.933 70.000
