i value
0.000 228.123
0.400 14.875
0.783 6.816
1.067 4.994
1.467 17.433
1.850 2.551
2.233 3.029
2.617 3.773
3.000 2.047
3.367 2.273
3.933 2.426
4.300 1.614
4.700 1.667
5.067 1.448
5.450 1.752
5.817 1.448
6.183 1.406
6.567 1.539
6.933 1.392
7.250 1.130
9.717 4.106
10.100 3.291
10.500 10.306
10.900 3.197
11.283 3.757
11.733 2.832
12.150 4.605
12.550 3.030
13.017 3.481
13.467 4.039
13.933 5.829
