i value
0.000 0.950
0.400 0.950
0.783 0.950
1.167 0.950
1.533 0.950
1.933 0.950
2.300 0.950
2.667 0.950
2.967 0.950
3.317 0.950
3.700 0.950
4.083 0.950
7.917 0.950
8.300 0.950
8.667 0.950
9.083 0.950
9.483 0.950
9.933 0.950
10.850 0.950
12.617 0.950
13.400 0.950
13.833 0.950
14.217 0.950
14.617 0.950
