i value
0.000 1.000
0.400 1.000
0.783 1.000
1.167 1.000
1.533 1.000
1.933 1.000
2.300 1.000
2.667 1.000
2.967 1.000
3.317 0.797
3.700 0.797
4.083 0.797
7.917 1.000
8.300 1.000
8.667 1.000
9.083 1.000
9.483 1.000
9.933 1.000
10.850 1.000
12.617 1.000
13.400 1.000
13.833 1.000
14.217 1.000
14.617 1.000
