i value
0.000 400.000
0.400 400.000
0.783 400.000
1.167 400.000
1.533 400.000
1.933 400.000
2.300 400.000
2.667 400.000
2.967 400.000
3.317 400.000
3.700 400.000
4.083 400.000
7.917 400.000
8.300 400.000
8.667 400.000
9.083 400.000
9.483 400.000
9.933 400.000
10.850 400.000
12.617 400.000
13.400 400.000
13.833 400.000
14.217 400.000
14.617 400.000
