i value
0.000 0.203
0.383 0.044
0.783 0.054
1.167 0.110
1.550 0.135
1.950 0.097
2.333 0.088
2.717 0.225
3.100 0.045
3.483 0.054
3.850 0.051
4.417 0.141
4.783 0.057
5.183 0.073
5.550 0.034
5.933 0.023
6.300 0.034
6.667 0.012
7.050 0.044
7.417 0.011
7.833 0.020
8.317 0.695
8.933 0.859
9.350 0.042
9.717 0.023
10.100 0.022
10.500 0.120
10.883 0.045
11.283 0.081
11.683 0.367
12.100 0.055
12.550 0.020
12.933 0.077
13.400 0.156
13.833 0.088
14.317 0.028
14.700 0.043
15.067 0.024
