i value
1.550 0.109
1.950 0.088
2.333 0.097
2.717 0.131
3.100 0.118
3.483 0.102
3.850 0.093
4.417 0.103
4.783 0.070
5.183 0.075
5.550 0.071
5.933 0.066
6.300 0.044
6.667 0.035
7.050 0.029
7.417 0.025
7.833 0.024
8.317 0.156
8.933 0.326
9.350 0.325
9.717 0.328
10.100 0.328
10.500 0.213
10.883 0.050
11.283 0.058
11.683 0.127
12.100 0.133
12.550 0.113
12.933 0.120
13.400 0.135
13.833 0.079
14.317 0.074
14.700 0.079
15.067 0.068
