i value
0.000 0.950
0.383 0.950
0.783 0.950
1.167 0.950
1.550 0.950
1.950 0.950
2.333 0.950
2.717 0.950
3.100 0.950
3.483 0.950
3.850 0.950
4.417 0.950
4.783 0.950
5.183 0.950
5.550 0.950
5.933 0.950
6.300 0.950
6.667 0.950
7.050 0.950
7.417 0.950
7.833 0.950
8.317 0.950
8.933 0.950
9.350 0.950
9.717 0.950
10.100 0.950
10.500 0.950
10.883 0.950
11.283 0.950
11.683 0.950
12.100 0.950
12.550 0.950
12.933 0.950
13.400 0.950
13.833 0.950
14.317 0.950
14.700 0.950
15.067 0.950
