i value
0.000 0.950
0.400 0.950
0.783 0.950
1.167 0.950
1.533 0.950
1.917 0.950
2.200 0.950
2.567 0.950
2.950 0.950
3.317 0.950
3.700 0.950
4.917 0.950
5.400 0.950
5.783 0.950
6.150 0.950
7.133 0.950
7.817 0.950
8.183 0.950
8.567 0.950
8.983 0.950
9.383 0.950
9.833 0.950
10.567 0.950
13.417 0.950
13.833 0.950
14.217 0.950
14.617 0.950
